bank_name,location,concatenated_text,review_count,avg_rating,detected_language,sentiment,sentiment_score
Attijariwafa Bank,"WHJF+87H, Rue El Houria, Errachidia, Morocco",bank attijari wafa bank lousy service you dont even answer the phone bank oct my experience with attijari wafa bank is very bad i do not advise any customer to deal with them,5,2.6,en,Negative,-0.7049999999999998
Attijariwafa Bank,"WMCG+8FJ, Bd Hassan II, Berkane, Morocco",be careful theyre scammers do not consider moroccan foreigners long live on belgium  welcome to hamdoulilah disservice,5,2.2,en,Positive,0.1965909090909091
Attijariwafa Bank,"WMMF+7VJ, Berkane, Morocco",the best the ouner of this account is asking for private information from ukwe stopped to change pounds to dirhamsserved by delightful lady who spoke good englishthank you nan,4,3.0,en,Positive,0.675
Attijariwafa Bank,"X43G+FCC, Av. Azzaitoun, Rabat, Morocco",not safe place there was woman sitting in a chair very close to atm and asking a mony in same time other man came and ask for money and they followed me till the car this place has changed a lot staff have become very cold not at all welcoming running around in all directions prices rising without any improvement too bad it was a very nice place bad bad bad service avoid service nuuuuuuul its a banc,5,1.6,en,Negative,-0.29749999999999993
Attijariwafa Bank,"X46P+H6G, Av. Al Arz, Rabat, Morocco",the worst agency of attijari which leaves a bad reputation on the whole bank no communication director who never takes care to respond to her customers how do i file a real complaint with this agency i have been an rme customer for over years i was rather satisfied with the service before but in recent times a few months the service has clearly deteriorated almost no suitable welcome nothing to do with covid there are a lot of pejorative terms that i am refraining from listing as a correction it is urgent to have before fleeing top the worst agency of attijari which leaves a bad reputation on the whole bank no communication director who never takes care to respond to her customers how do i file a real complaint with this agency the worst agency of my entire life never answers the phone and hangs up on you every month someone resigns or falls ill i plan to cover everything with them catastrophic service terrible service no one bothers to pick up the phone if you need information or remote service its dead top terrible service no one bothers to pick up the phone if you need information or remote service its dead top the worst agency of my entire life never answers the phone and hangs up on you every month someone resigns or falls ill i plan to cover everything with them catastrophic service terrible service no one bothers to pick up the phone if you need information or remote service its dead i have been an rme customer for over years i was rather satisfied with the service before but in recent times a few months the service has clearly deteriorated almost no suitable welcome nothing to do with covid there are a lot of pejorative terms that i am refraining from listing as a correction it is urgent to have before fleeing the worst agency of my entire life never answers the phone and hangs up on you every month someone resigns or falls ill i plan to cover everything with them catastrophic service i have been an rme customer for over years i was rather satisfied with the service before but in recent times a few months the service has clearly deteriorated almost no suitable welcome nothing to do with covid there are a lot of pejorative terms that i am refraining from listing as a correction it is urgent to have before fleeing the worst agency of attijari which leaves a bad reputation on the whole bank no communication director who never takes care to respond to her customers how do i file a real complaint with this agency,15,1.6,en,Negative,-0.19558823529411762
Attijariwafa Bank,"X4GH+8XM, Rabat, Morocco",personal banking great service friendly people the receptionist demonstrated a lack of professionalism respect and courtesy his dialogue was inappropriate and the service provided did not meet the expectations of an establishment of your stature none from none from none nul three lent service incompetent equipment three decu the receptionist demonstrated a lack of professionalism respect and courtesy his dialogue was inappropriate and the service provided did not meet the expectations of an establishment of your stature personal banking great service friendly people poor service with an unprofessional team the receptionist demonstrated a lack of professionalism respect and courtesy his dialogue was inappropriate and the service provided did not meet the expectations of an establishment of your stature none from none from none personal banking great service friendly people poor service with an unprofessional team none from none from none poor service with an unprofessional team nul three lent service incompetent equipment three decu nul three lent service incompetent equipment three decu,15,1.8,en,Neutral,0.08500000000000002
Attijariwafa Bank,"X4RG+6FQ, Av. Kifah, Rabat, Morocco",guichet always not working very good bank remains the implementation view your consumer or real estate credit status reload and unload your web pay card at will i have never seen such incompetent people for a credit application i have been waiting since january its nonsense the height of nonsense never seen before advice to anyone who wants credit go your way i have been trying to contact them for week no one responds impeccable and fast service from the security guard to the bank employees everyone is very competent and you can rely on them to always provide accurate info i always leave completely satisfied,5,2.4,en,Positive,0.346
Attijariwafa Bank,"X5W2+XQR, Av. de France, Rabat, Morocco",the polar is always crowded i went to the agency to fix some problems the person who serviced me was so helpful patient and did their best agents are not available coffee outings talkers except work we arrive at pm for a cash deposit on the professional account we are refused because it closes at pm i find it unacceptable not professional at all knowing that we have a restaurant and we need to put the money on the account for our suppliers knowing that all the staff are inside looking at us but no shameful reaction the agents are always not available they leave the positions empty,5,2.2,en,Neutral,0.06666666666666664
Attijariwafa Bank,"X9VJ+MWW, Settat, Morocco",nan we dont answer the phone i made the request to close my companys account four months ago and we still havent taken the request into account im trying to contact them without success smile attijari wafa bank laaicha agency settat on laaicha street caesar road near a large taxi station towards caesar and al burouj and also near the tarka hotel,4,3.5,en,Positive,0.20285714285714285
Attijariwafa Bank,"X9WH+JVQ, Guisser, Morocco",nan nan nan nan very good service very welcoming and friendly staff,5,3.4,en,Positive,0.49499999999999994
Banque Populaire,"1 Av. Omar Ben Abdelaziz, Larache, Morocco",mauvaise service bad service at the popular bank anchored in the s hicham nan very pooor and terrible customer service you can never trust them,5,1.8,en,Negative,-0.22499999999999998
Banque Populaire,"127, av. Mokhtar Ben Ahmed Guernaoui, Casablanca 20610, Morocco",long service welcome to desired zero communication ecuriter which is embedded in all discussions to review the staff also the same case and even worse at the agency on bd imam malik real good for nothingthe bp has become a mess for you agencies frankly its pretty or even the people who served me are pretty crazy about the security that stops you what you asked the girl who had the job and the one who showed you everything however there is nothing wrong with a single atm that is very old and has its own upgrades or that it was not enough to ask for money from it once so we can get out of the bank of the one who created it good good nan,5,3.8,en,Positive,0.1645982142857143
Banque Populaire,"147 Bd Oued Zem, Casablanca 20430, Morocco",peoples bank dar touzani agency in the africa district of benmsik district in the city of casablanca on african unity street near the district headquarters the joud rahman mosque and the lalla aicha mosque very poor service a huge mess at the agency level this was noted during my last visit to close my account nan,3,2.0,en,Neutral,-0.03250000000000001
Banque Populaire,"1578, avenue Al Majd, amal 1, Yacoub El Mansour 10053, Morocco",excellent service especially from mr oussama my bank loved nan nan nan,5,5.0,en,Positive,0.5666666666666667
Banque Populaire,"19 Av. Moulay Rachid, Rabat, Morocco",nan nan very well organized staff available the agency is closed for repairs nan,5,3.2,en,Positive,0.1666666666666667
Banque Populaire,"21 Avenue Tadla, Rabat 10000 Av. Tadla, Rabat 10000, Morocco",hello the quality of service and welcome from this agency are poor the lady in charge of sales requires a lot of training or may have to change positions this bank is located at the start of the school year in the marbella district opposite the school yanaire january and not far from the bim market mediocre on all levels reception service nonchalant advisors and agency manager very poor quality of reception the lady is arrogant in a bad mood i am an mre i wanted to open an account but her borderline impolite attitude discouraged me this type of position represents the showcase of the agency and the popular bank in general please hire qualified people or train them it spoils all the work that the popular bank does to improve its image nan,5,2.4,en,Neutral,-0.010909090909090879
Banque Populaire,"22XQ+5GW, Fes, Morocco",nan nan nan i do not advise you to open an account with this center there is no good treatment and there are always problems with the worker there nan,5,2.8,en,Negative,-0.15
Banque Populaire,"24 Av. Ibn Sina, Berkane, Morocco",central bank nan nan top services nan,5,4.8,en,Positive,0.25
Banque Populaire,"240, bd Ahmed Ben Bassou -ex K (Sidi Bernoussi), lotiss. Amal, Casablanca 20610, Morocco",popular bank sidi bernoussi agency near tariq mosque the agency of the peoples bank on ahmed ben basso street in the territory of sidi bernoussi prefecture is the most famous group nationally the service is bad and the treatment is like that  excellent work and good customer ethics,5,3.4,en,Positive,0.38571428571428573
Banque Populaire,"25, avenue Al Massira (C.y.m), Amal 4, Yacoub El Mansour 10053, Morocco",one of the worst branches all banks combined in the country frankly its a shame you already have to queue outside and the security agents could at least not play the favoritism card a ticket or other system wouldnt cost them an arm and a leg also the employees have poor interpersonal skills to resolve a basic inheritance problem with all the papers in order it takes a long time year they promise to call back but never do speak with no empathy make you wait for nothing extreme treatment  safe bank according to the area fairly secure bank always closed in the morning the bankers dont open on time i have things to do before work but they are never there on time allow regulars to pass by without respecting peoples turn i have never seen a bank so unprofessionalto be avoided cashier disrespectful man my family has been a customer of the popular bank for over years he is not not professional he speaks with an excessive ego it no longer makes you want to return to this bank neither that of al massira nor of prestigia and i repeat we have been customers for over years thanks for making the necessary its not worthy of the bp,5,2.6,en,Neutral,-0.04561403508771931
Banque Populaire,"2523+655, Rue Oued Baht, Rabat, Morocco",poor service and understaffed agency to get your money back you have to wait an hour or more they rarely provide assistance to their customers the telephone number they provide never answers the salary always arrives late on the personal account constructive criticism bad bad services in this sincerely arranged bad service not competent people they always make mistakes for me they send my check to another customers account poor service only one person at the counter to serve you,5,1.0,en,Negative,-0.16538461538461535
Banque Populaire,"258C+WGX, Av. Chellah, Rabat, Morocco",bp services leave something to be desired nonchalance at all levels you recruit young people who have no desire to work or who are demotivated look for the error a simple example i have been requesting the transfer of an account for months nothing is done this is the worst branch located at avenue patrice lumumba rabat they do not know what is customer service and how to treat people and because of the experience i received i will be moving my money somewhere else that values customers first i was questioned about the signature i do not mind but the way they asked that ticked me off then t the representative pulled money out of her purse to complete the amount i was getting then there is a charge of pulling money from your account using a check in a different branch so i was ok with the fee but when i asked for a receipt for the fee they refuse to provide one and the refusal was from rep and the branch manager you have a dismal service for individuals i returned with my identity card my passport expired and no one wanted to give me money ive never seen that theres nothing more official than a passport when your hand slaps you you dont need to cry banks do not provide free servicesthe banker only treats you with respect at the first meeting but when you fall into the trap you become just a number so a parasitic person o you who believe fear allah and eliminate what remains of usury if you are believers cery bad servicei dont recommend this location to any body the women working only speak with me from security phone she dont have time to her job,5,1.0,en,Neutral,0.03076923076923079
Banque Populaire,"25H6+QXH, Av. Laalou, Rabat, Morocco",mad withdrawal fee best agency best agency staff good service thank you for all the people opening the account at this agency,2,4.0,en,Positive,0.51875
Banque Populaire,"27 Bd Rahal El Meskini, Sidi Belyout 20000, Morocco",nan nan french c service nullllll nan,5,3.6,en,Neutral,0.0
Banque Populaire,"293H+4R3, Settat, Morocco",nan nan banque populaire settat branch nan amazing,5,3.0,tl,Positive,0.6000000000000001
Banque Populaire,"2XJ4+6RW, Fès, Morocco",nan,1,5.0,tl,Neutral,0.0
Banque Populaire,"314 Bd Mekdad Lahrizi, Casablanca, Morocco",agency which offers a good service i wish them good luck disrespectful staff no ethics or respect for customers lets not talk about the service which is very slow i advise you not to open your account with this agency you will only have poor service and bad behavior from the staff impeccable service always very well received former director and new director of the agency best wishes hello i was subjected to mistreatment several times because of the workers at the alshaabi agency located on miqdad alharizi street today i went to perform my social security subscription duties but the person in charge of the fund surprised me by refusing to extract the contributions from my bank account under the pretext that i must provide a copy of my social security enrollment card and for more than six years i have been performing the same process only i submit my national id card which made me close my account with them permanently excellent srrvice,5,3.4,en,Positive,0.17919191919191918
Banque Populaire,"325H+V2F, Boulevard Ben Mohammed El Alaoui, Fes, Morocco",professional feel safe to exchange here their atm forced a bad conversion rate atm works fine withdrawal costs mad,3,3.33,en,Negative,-0.10138888888888886
Banque Populaire,"328P+RW4, Fes, Morocco",very very very good a good bank with an extensive local and national network good service and speed in carrying out banking operations a modest service but a good network in fes a good bank with an extensive local and national network good service and speed in carrying out banking operations very very very good a modest service but a good network in fes nan nan,8,4.5,en,Positive,0.4442857142857143
Banque Populaire,"32CM+637 Banque Populaire, Fès, Morocco",bank bank neighborhood bank,2,3.5,so,Neutral,0.0
Banque Populaire,"364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik, Casablanca 20023, Morocco",please can someone answer the phone i am calling you now just want to know are you guys ok or we need to call the emergency for you i went to withdraw money from the bank atm there are atms the right one doesnt work be careful it debits the money from your account and to make a claim since i live in france its a bit of a hassle i dont understand because they dont put up a poster stipulating that the distributor doesnt work good morning on i went to the agency to close my account the agent told me that the system is blocked on i tried to close the account the agent replied to me that the manager left for management and the closing of accounts only takes place between the th th i just created an account days ago i have been trying to contact you by phone for a week in vain for an urgent request and the icing on the cake they hang up on me without saying a word bravooooo my father was forced to pay dh for insurance that he did not ask for because of a typing error by an intern response from the manager its already entered into the computer system from january st we cant do anything in short fuck up run away,5,1.0,en,Neutral,0.08220779220779219
Banque Populaire,"4, lot Espérance II (Ain Sebaâ), Quartier: Aïn Sebaâ, Casablanca 20590, Morocco",the atm is always either breakdown or lack of cash the manager is just confirming that he has done his work cad the pb claimed from headquarters thank you as a loyal customer of banque populaire for many years today i was surprised by an unpleasant situation at the moulay slimane branch in casablanca the employee refused to process my check citing the fact that i was not a client of this specific agency and that she only processed requests from her own clients however i consider myself to be a client of banque populaire as a whole and this type of behavior calls into question our partnership the famous system problem that we still face at bcp very nice coastal agency top service with a very good manager no need to even travel to change your personal account great full staff highly recommended a sociable and social bank well done lots the worst agency in the bp incompetent staff with bad attitude a certain novice cashier leaves people waiting at am to collect the bottom of her cash register and have breakfast quietly without any respect to customers knowing that the agency has been open since am phone never reachable even after calls in short fleeing this agency was the right decision,5,1.8,en,Positive,0.14266666666666666
Banque Populaire,"46 Bd de l'Armée Royale, Béni Mellal, Morocco",reception is not up to standard and dealing arrogantly with customers reception not up to par and poor customer service sector bon service poor reception poor service poor treatment dont answer the phone no its disgusting very big difference between a moroccan bank and a european bank in terms of civil servants the civil servants must be sorted they must not be put in any way,5,2.2,en,Negative,-0.325
Banque Populaire,"5369+5JP, Bd de Taouima, Nador, Morocco",some of the employees at this agency are arrogant especially the lady in charge of insurance for transporting the dead middle office next year i will move to a better bank god willing best bank i have never entered such an unfriendly bank staff like from the street very disappointed cool headquarters of the popular bank nador al hoceima,5,3.2,en,Positive,0.13863636363636364
Banque Populaire,"5379+W8X, Av. Hassan I, Nador, Morocco",nan nan this is the worst agency still no connection line liars nan good,5,2.4,en,Negative,-0.15000000000000002
Banque Populaire,"53HF+P9X, Ave Mohamed V, Nador, Morocco",i dont understand the chaabi net site once the form is filled out there is no way to send it a real bug in their server nan good welcome,3,3.0,en,Positive,0.42000000000000004
Banque Populaire,"54, Res. My Youssef, bd My Youssef, Sidi Belyout 20000, Morocco",a director who represents this function very poorly a team without soul or professionalism no communication or support its a shame good morning i am satisfied with professional bluetooth devices wawaaa its never been seen lousy service it looks like i walked into a bank from the s the girls dont even smile everything is old its depressing plus catastrophic service the only good thing c the security agent was the nicest person smiling the rest not even talking about it anymore the infernal service it was saa faljaima lidawazt fortunately i didnt open an account with them its not encouraging at all a disaster to be avoided like the plague so much so that i closed my account with them and they still havent made it active after months and still want to charge me so to contact them be patient because no one will answer you even the director of the agency is absent you will end up moving its catstrophic why you are putting call advisors when they are not responding to people since last week i havent had a call but its not professional,5,1.8,en,Neutral,0.0645098039215686
Banque Populaire,"5RWX+3JX, Av. Mohamed V, Larache 92000, Morocco",nan or is worthless and how it will be nan nan,5,1.0,en,Negative,-0.8
Banque Populaire,"62 Ibnou Nafis, Casablanca 20100, Morocco",nan popular bank ibn nafis agency in the old maarif neighborhood at the intersection of ibn nafis alley and ibn fares alley near the general company ibrahim alroudani agency and the real estate and tourist loan and also near the museum and garage of the alsa urban bus company in the territory of the maarif district in the greater city of casablanca nan nan be careful this bank is dangerous downright closure of an account years ago i no longer have the closure document normally its been years they left it open and we put it in litigation this year ie years of costs in continues on my account without any movement no mail message or call to contact the customer well done sincerely the banque populaire to flee urgently,5,1.4,en,Positive,0.1142857142857143
Banque Populaire,"64, Av. Joudar Med Hay Rahma Casablanca, Moulay Rachid 20670, Morocco",nan nan nan i changed the phone number i recommend it bne accl the staff is professional,5,4.6,en,Neutral,0.1
Banque Populaire,"65 Av. Mohammed V, Marrakech 40000, Morocco",avoid especially for the distributor the distributor swallowed my credit card for no reason when i wanted to pick it up i had to have a passport left at the hotel the manager was not at all accommodating i had passport photos and identity card i wanted to take a photo of the person who kept my card to identify them when i returned this pissed him off i went to get my passport once i returned no one wanted to give me my credit card despite the presence of my passport the director had specifically specified not to give it to me and left for lunch i didnt want to wait more than minutes i left too bad for the purchases i planned to make i canceled my card no empathy no service waiting a very small shadow on a very good stay in morocco lack of professionalism and the agency is not at all customer service oriented lack of professionalism especially if you are a foreigner so the director lets not talk about it,3,1.0,en,Neutral,0.042777777777777776
Banque Populaire,"6FR6+GRX, R201, Youssoufia, Morocco",nan nan it is an agency of the banque populaire,3,4.33,en,Neutral,0.0
Banque Populaire,"6FX8+2W9, Youssoufia, Morocco",unprofessional and poor quality employees poor treatment of customers the importance of customer service good customer service is the foundation of any successful business require the company to take corrective action to improve customer service nan nan bank for depositing and drawing money nan,5,2.8,en,Positive,0.14999999999999997
Banque Populaire,"6GW3+6MW, Av. Mohamed VI, El Jadida, Morocco",very lousy service very lousy agency and never answer the phone one hour to withdraw money send via ria madame is busy she pretends to work please strengthen and organize the bp service in khaldoun given the lack of staff it takes to hours to pay in or withdraw very nice staff but they never answer the phone if i want to check something id love to check it over the phone first instead of traveling km to the agency its been months since i changed my phone number since then i can no longer buy online because the security code is sent to my old number and its been times that i go to the agency and i am told that i have to call casablanca at the headquarters i do it every month and i am told that they will call me back and nothing i went to see the manager and he told me that he couldnt do anything and that if i wanted to change banks he wouldnt mind,5,2.0,en,Neutral,0.053750000000000006
Banque Populaire,"6J8J+G2C, Biougra, Morocco",highlevel banking service and upscale human treatment congratulations to all the staff even though the city deserves a more spacious banking space and more windows the worst bank,2,3.0,en,Neutral,0.0
Banque Populaire,"6J9H+JR8, Biougra, Morocco",nan the rest nice nan mauvais acceuil,5,3.6,en,Positive,0.6
Banque Populaire,"6X6M+4FQ, Taza, Morocco",very well located nan their customers are in a bad mood they treat people poorly you have poor clothing you dont have to stand in line with your brothers you have to go first unable to reach them by phone good staff,5,2.6,en,Negative,-0.12142857142857141
Banque Populaire,"6XCW+G2F, Taza, Morocco",nan strategic location never answer the phone so service is unusable i made a request on site with an advisor to change the mail correspondence address to an address in another city this was never done it is an agency left to the abundant what i have difficulty understanding is the inaction of the national management popular bank to look at the managers of this agency to flee competent staff especially the young man who works in the customer service office very competent and professional nothing to say a bank like many others ready to serve these customers,5,2.6,en,Positive,0.32500000000000007
Banque Populaire,"6XJW+R4J, Taza, Morocco",very good place ,2,4.0,en,Positive,0.9099999999999999
Banque Populaire,"77, quartier Essalam, El Jadida 24000, Morocco",nan nan bad welcome and especially the manager lack of professionalism joyful resenable helpful nan,5,3.2,en,Neutral,0.0333333333333334
Banque Populaire,"7C49+654, Kenitra, Morocco",super the advisor i had gave me the impression of not knowing his work saying tfou in front of the customer after hanging up not explaining to me correctly the different pack proposals etc bad atmosphere in the end i i opened the account to receive the general conditions there is no more information even the general conditions of the services etc are not even in my possession frankly to review the approach bad customer service i ever seen the employee who is in charge of les produite behave unhelpfully he avoid doing his duties worst bank ever no hello or salam no smile or polite expression from all the staff and when i do everything is fine all the staff from the director to the security agent at the entrance to the banking establishment the banking sector is a business with the latest news and in any business the staff must smile and welcome their customers this is not a duty but an obligation even,5,1.8,en,Neutral,-0.02692307692307688
Banque Populaire,"7C98+83G, Berrechid, Morocco",the long wait is unbearable you walk during work hours and you dont find employees very friendly and attentive to his customers well done to you the service is very bad customers are waiting and employees are uniting in outofwork positions good a little wait good customer service,5,2.8,en,Positive,0.16285714285714287
Banque Populaire,"7QQ6+WGP, Safi, Morocco",its an agency that leaves something to be desired no proper service no longer responds to the phoneeven if the corona virus period the services must be served remotely unfortunately mazal bhal had chi nan,2,3.0,en,Negative,-0.25
Banque Populaire,"7QW5+467, Rue Driss Ben Naceur, Safi, Morocco",super taaaaal mn dkaka this is months old when i am seven days a week ago unfortunately i cant put zero this is unheard of poor service customer service is just a myth for this agency i invite the bp networks management to restructure this agency maintenant ils font le prank calling non mais wach had lagence balhom o kifach had nass li atin lihom those with positives watch balkom hta ntuma baraka men lkdoub la bnadem one of the best agencies of the peoples bank is that it treats employees at the highest level,5,2.6,en,Positive,0.10666666666666666
Banque Populaire,"7QW8+3Q7, Av. de la Liberte, Safi, Morocco",its the best bank in town if you are a foreigner only here you can open a bank account in other banks they will be tempted like us by requests to provide additional documents which gives hope but in the end you will only waste time then open an account here advisor aziz lemaachi as well as meryem belahnech at the banque populaire de lalla hania hamria have a blatant lack of professionalism my mother has been a client of the banque populaire for over years and this recent employee aziz lemaachi of this agency insulted her and threw her out on several occasions he refuses to provide simple proof and make transfers i dont understand how such an individual can be an adviser to someone seeing as everyone complains about him unfortunately complaints and claims end up on his desk you have to think before setting foot at the lalla hania hamria agency in safi because mr aziz and his employees will waste your time and your money its a shame to think that a company like banque chabi welcomes people like this among its advisors no idea how this bank is workingchaabi but not chaabi not answering the stupid phone how this bank still working away fat to be professional bank because they are not close to chaabi chabooooo nulllll service bad services and not professionals,5,1.8,en,Negative,-0.10694444444444441
Banque Populaire,"80 Av. Mohamed V, Al Hoceïma, Morocco",amir i do not recommend this bank they are thieves flee quickly almourabitoun agency mohamed v street check your money very carefully here including your bank account extremely disrespectful womandirector refuses to serve me after an hour of waiting stay away from the bank located in the port of alhoceima very poor service the sofa itself smells like stinky fish unsanitary sofa if i could i would have filed a complaint directly with this woman so that she has to appear in court we will then see if they can laugh at a woman who treats a mancustomer disrespectfully this is the reason why most people stay away from morocco these types of people should be locked up so that they can no longer be seen on the streets or in official bodies,5,2.4,en,Neutral,0.01979166666666666
Banque Populaire,"8FVX+93C, Av. Hassan II, Aït Melloul 80000, Morocco",i went to change address here i was there at pm the person who could change address for me was on break according to her colleagues well i waited minutes and that person was still on break while they close at pm i was only left out of frustration the way they work in general is outdated still the same as it was in the si feel like they arent improving anything to make it easier to help customers no no no no no customer and public relations this agency remains fegie in the s the reception is deplorable take advantage of the sympathy of the people of this beautiful region for their lack of respect training required for all the staff of this agency to take care of speaking correctly to your customers to the people who pay you unfortunately agnes and cains manager are in it very bad agency staff who eat breakfast quietly in the middle of service who pass their privileged client ahead of the others because they pay tips i was very angry this day of july im not an idiot i want your cinema i even abandoned my operation withdraw money i hope the chaabi head office sanction these personnel and those who do security opens and closes the door bad treatment with customers and employees who are very slow in their work i do not advise any citizen to open an account with them,5,1.2,en,Negative,-0.23823529411764705
Banque Populaire,"8FXX+PF9, N10, Ait Melloul 80000, Morocco",a disaster on all levels an agency that is not like the bank to avoid awesome nice bad service bad agency watch out for the thief this bank and bus stop loan and its not in zard even the police do not exist the service is unacceptable advise not to visit even the security measures pffff the way of speaking pffff cornards it was quite an experience but worth it,5,3.4,en,Positive,0.10000000000000009
Banque Populaire,"8JGV+J49, Beni-Mellal, Morocco",nan nan,2,3.0,tl,Neutral,0.0
Banque Populaire,"8JMQ+CM4, Boulevard Mohammed V, Béni Mellal, Morocco",two hours of waiting to collect a new atm card since the old one has expired this is unacceptable many absences on the staff side and the service leaves something to be desired not recommended bank without guidance officer very slow services up to the point of waiting a whole day queues of people waiting and only one employee on duty unfortunate i cannot describe the pleasure of getting your money from the sweat of your brow it is a happiness that makes you forget all the difficulties you have been through collection service too long not suitable for elderly people with reduced mobility exremlybad service all the the system is broken even the queue line was long every time i went to any agency of bcp,5,1.8,en,Neutral,-0.002386363636363655
Banque Populaire,"921, bd El Fida Prolongé, hay Farah, Casablanca 20490, Morocco",helpful and attentive staff its automated teller machine still broken bad service the worst service in morocco ayman mouilah,5,2.8,en,Negative,-0.42499999999999993
Banque Populaire,"9CCX+GWG, Dcheira El Jihadia 80000, Morocco",a very long service with a single counter spending hours for a transfer is not logical a large bank with only one employee results in waiting hours with around ten customers this is not logical no fast service we waste a lot of time very bad service my day started well but it went badly because of the door guard who behaved rudely and acted inappropriately zero service too many people and only one cashier to avoid,5,1.6,en,Negative,-0.13443877551020406
Banque Populaire,"9CPG+JX7, Agadir 80000, Morocco",nan the best stylists are very physical we need ways to communicate with the agency nan,4,3.5,en,Positive,0.5
Banque Populaire,"9F6F+XJW, Av. Hassan II, Dcheira El Jihadia 80000, Morocco",my bank card got stuck in the atm at pm the staff was still present so i asked them to return it to me i was told to wait a bit as they were feeding the counter then not finding it they told me that i certainly had it in my bag they made fun of me they told me to block my card one of the women took the liberty of going through my bag carefully i was shocked the next morning at am i get a call from the woman telling me that they have my bank card i think im going to change banks poor service unwelcoming and unprofessional staff and a standard that is never answered zero zero service so im amazed there was a time when this agency had competent staff but there is not one to catch the other unsmiling staff very poor service the advisor leaves in the middle of her work for a socalled lunch break and you have to wait another minutes uh in this case close your agency during the break and dont let us know wasting our time and the worst part of all this we look down on you as if you came to beg for them when will you learn that the customer is king and frankly if you dont like your job change it nan,5,1.0,en,Negative,-0.1418764172335601
Banque Populaire,"9FC6+42P, Av. Bir Anzarane, Dcheira El Jihadia 86360, Morocco",such an outstanding service nan thanks nan such an outstanding service customers and employees almost all on lunch break classy nan customers and employees almost all on lunch break classy thanks nan,10,3.2,en,Positive,0.2
Banque Populaire,"9FFW+C8J, Agadir 80652, Morocco",nan nan please note please communicate with the employees at the counters before getting in line and wasting your time because in this agency a security agent comfortably seated in his chair who is never of any use he just looks at you speechless on march i lost hour in the queue and in the end it was not the right counter nan nan,5,1.8,en,Positive,0.34285714285714286
Banque Populaire,"9H8M+6Q9, Temsia 86602, Morocco",they do not accept the coupon card nan one of the users of this agency lacks professionalism and good communication wont live up to the best standard until their manager and staff are changed nan,4,2.5,en,Positive,0.4590909090909091
Banque Populaire,"9QRH+FQM, Oulad Teima, Morocco",a bank operating in the stone age a bank with poor services and employees nan,2,2.5,en,Negative,-0.4
Banque Populaire,"9QRQ+R4P, Av. El-hourriya, Oulad Teima, Morocco",the service is good nan,2,5.0,en,Positive,0.7
Banque Populaire,"9QVQ+FJH, Rte de Souq, Oulad Teima, Morocco",yhfu nan laa waloo the banque populaire de houara run away i took steps to give my mother access to the online application the gentleman at reception has the wrong email address gmail instead of hotmail and links his account to the wrong address scandalous he has the audacity to tell me that its the same thing and more we had to come back the next day to put things back in order supposedly everything was changed and still nothing to believe that they do it on purpose we have to come back a third time to resolve this problem even though we are mres its scandalous,5,2.8,en,Neutral,-0.05555555555555555
Banque Populaire,"a, Bloc I, Kenitra, Morocco",we spend the day calling to ask for information and in the end they dont answer wakha maykoun hta wahed khdam on a thursday morning zedtou fih gae we call at noon oh no were almost finished we call the next morning at am no one answers no one works in this agency or what the hell did i have to change my number bash tjawbou shame wow i perfectly understand the number of peoples complaints bad agency the atm display is black the ladies inside the ziz agency are incompetent on the chaabi net app balance dhs withdrawal of dhs by gold card insufficient funds the lady told me thats how it is its we need hands in agriculture unfortunately unacceptable behavior by an executive pushed me to change agencies to another we need training for these young banker executives  drive,5,1.8,en,Neutral,-0.05740740740740738
Banque Populaire,"An.bd Grande Ceinture & Rue, Casablanca 20570, Morocco",service bad services no one answer the phone useless agency really needs some changes stuff we call the pop bank of the bd the big belt lots of timesthey never answered how can we communicate and settle our affairs with you be helpful we dont come begging if i could have given stars i would have done so incompetent and disrespectful staff its shameful for a bank like the banque populaire du maroc refusing a check delivery under the pretext that the system is stopped i can understand but refusing a withdrawal by saying that the signature is falsified when i signed twice in front of you and your colleague i clearly find that it is nonsense little advice dear lady speak with your clients with respect because dont forget they are the ones who pay your salary sincerely if there is a mines i wouldve give it who the hell hired that stuff they all need to rehabilitate,5,1.4,en,Negative,-0.11718749999999994
Banque Populaire,"Bd Brahim Roudani, Casablanca, Morocco",staff acts like they own the world i wanted to thank salwa and mustapha the director of the agency for having done what was necessary to respond urgently to our request on the other hand assia who welcomed us first was very unpleasant and did not want to respond to our urgent request she went to reception to shout at her colleagues who had directed us to her she clearly didnt want to take care of us she asked us to come back days later but she was absent fortunately we did not listen to his advice and came back the next day to deal with salwa and moustapha who were very professional and very friendly thank you again the peoples bank alroudani agency at the intersection of george sand alley and ibrahim alroudani street near the garage of the alsa company for urban buses and the agency of the satyam company for road buses as well as near the general treasury of the kingdom in the maarif district in the city of casablanca very disrespectful cashier who refuses to perform the requested transaction on me i didnt want to cause a scandal and i left but its a crazy attitude very professional and very precious welcome i thank with all my heart mrs hind ilham ayoub,5,2.8,en,Positive,0.10554347826086957
