bank_name,branch_name,location,review_text,rating,review_date
Attijariwafa Bank,Attijariwafa Bank,"RWGF+H53, Khemisset, Morocco","Poor service, the cashier is not early on October 6, 2022 from 11:00 a.m. to ...
I left at 11:30 a.m. with no response!!!!",1,2022-10-06
Attijariwafa Bank,"Attijariwafa Bank, Agence SETTAT, Place Mohamed V","293J+28R, Settat, Morocco",Not organized,1,2020-10-01
Attijariwafa Bank,"Attijariwafa Bank, Agence SETTAT, Place Mohamed V","293J+28R, Settat, Morocco",Good agency with good service and good ombillence.,4,2023-06-21
Attijariwafa Bank,"Attijariwafa Bank, Agence SETTAT, Place Mohamed V","293J+28R, Settat, Morocco","Attijariwafa Bank, Settat Agency, Mohammed V Square, opposite the Popular Bank.",3,2020-10-20
Attijariwafa Bank,"Attijariwafa Bank, Agence SETTAT, Place Mohamed V","293J+28R, Settat, Morocco",Alright,5,2019-10-09
Attijariwafa Bank,"Attijariwafa Bank, Agence SETTAT, Place Mohamed V","293J+28R, Settat, Morocco",très bonne service,4,2017-10-03
Attijariwafa Bank,Attijariwafa Bank,"X9VJ+MWW, Settat, Morocco","Attijari Wafa Bank, Laaicha Agency, Settat, on Laaicha Street, Caesar Road, near a large taxi station towards Caesar and Al Burouj, and also near the Tarka Hotel.",3,2020-12-09
Attijariwafa Bank,Attijariwafa Bank,"X9VJ+MWW, Settat, Morocco",We don't answer the phone. I made the request to close my company's account four months ago and we still haven't taken the request into account. I'm trying to contact them without success.,1,2024-03-09
Attijariwafa Bank,Attijariwafa Bank,"X9VJ+MWW, Settat, Morocco",Smile,5,2019-11-08
Attijariwafa Bank,Attijariwafa Bank,"X9VJ+MWW, Settat, Morocco",,5,2018-02-12
Attijariwafa Bank,Attijariwafa Bank Agence Settat Atlas,"X9WH+JVQ, Guisser, Morocco","Very good service, very welcoming and friendly staff",5,2021-06-11
Attijariwafa Bank,Attijariwafa Bank Agence Settat Atlas,"X9WH+JVQ, Guisser, Morocco",,5,2024-07-21
Attijariwafa Bank,Attijariwafa Bank Agence Settat Atlas,"X9WH+JVQ, Guisser, Morocco",,4,2022-12-18
Attijariwafa Bank,Attijariwafa Bank Agence Settat Atlas,"X9WH+JVQ, Guisser, Morocco",,1,2022-07-22
Attijariwafa Bank,Attijariwafa Bank Agence Settat Atlas,"X9WH+JVQ, Guisser, Morocco",,2,2019-04-19
Attijariwafa Bank,Attijariwafa Bank,"63RC+PF9, Al Hoceima, Morocco","Lots of waiting, only one counter open even though it's a large agency in the city center.",3,2023-05-21
Attijariwafa Bank,Attijariwafa Bank,"63RC+PF9, Al Hoceima, Morocco",,5,2023-04-15
Attijariwafa Bank,Attijariwafa Bank,"63RC+PF9, Al Hoceima, Morocco",,5,2019-09-20
Attijariwafa Bank,Attijariwafa Bank,"63RC+PF9, Al Hoceima, Morocco",,5,2018-03-18
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,"F4FM+RHM, Taroudant, Morocco",Verry good service,5,2019-10-30
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,"F4FM+RHM, Taroudant, Morocco","The employees are extremely reckless. Some employees talk to their friends on the phone and leave customers waiting
Is this a bank or a private store!!
I am seriously thinking about opening an account in another bank",1,2024-07-15
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,"F4FM+RHM, Taroudant, Morocco","The world's champion bad cashier is the one from this agency, everyone knows him with his rudeness.
This guy is an example of people who had social psychological problems in their childhood.
My message is addressed to the bank's work doctor, he must consult Darori",1,2021-12-14
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,"F4FM+RHM, Taroudant, Morocco","Thieves. To flee.  After changing euros at the machine on the advice of the security guard, I ended up losing 160 dirhams. These crooks had forgotten to specify that there was an additional commission for the machine.",1,2019-07-31
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant Expansion,"F4FM+RHM, Taroudant, Morocco","Salam
With several Apple phones you may have to pick up the phone one day.
# your customers thank you",1,2023-07-06
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant,"F498+W5W, Av. 20 Août, Taroudant, Morocco",Temporary Location Pending Renovation of the Old Headquarters,4,2016-09-06
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant,"F498+W5W, Av. 20 Août, Taroudant, Morocco",Z,5,2023-06-10
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant,"F498+W5W, Av. 20 Août, Taroudant, Morocco",😘😘,5,2022-07-14
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant,"F498+W5W, Av. 20 Août, Taroudant, Morocco",,1,2024-08-15
Attijariwafa Bank,Attijariwafa Bank - Agence Taroudant,"F498+W5W, Av. 20 Août, Taroudant, Morocco",,5,2020-05-15
Attijariwafa Bank,Attijariwafa Bank,"7C7F+HRF, Berrechid, Morocco",Barchid safi,1,2017-07-29
Attijariwafa Bank,Attijariwafa Bank,"7C7F+HRF, Berrechid, Morocco","No access to the agency, street vendors invade the sidewalks, even in front of the door we fear having taken money from the ATM bad location",1,2021-06-07
Attijariwafa Bank,Attijariwafa Bank,"7C7F+HRF, Berrechid, Morocco",Was open on Saturday. Is not correct,1,2019-08-24
Attijariwafa Bank,Attijariwafa Bank,"7C7F+HRF, Berrechid, Morocco",The best bank in Morocco,1,2018-01-27
Attijariwafa Bank,Attijariwafa Bank,"7C7F+HRF, Berrechid, Morocco",,1,2020-07-20
Attijariwafa Bank,Agence Attijariwafa Bank,"7CG8+3W3, Berrechid, Morocco",0 service,1,2024-12-07
Attijariwafa Bank,Agence Attijariwafa Bank,"7CG8+3W3, Berrechid, Morocco","My mother asked for a withdrawal card for the summer vacation, they gave her a PLATINIUM card, a minister's card!!!! It's dishonest to take advantage of an elderly lady.... it's robbery.",1,2024-10-15
Attijariwafa Bank,Agence Attijariwafa Bank,"7CG8+3W3, Berrechid, Morocco","They don't answer the phone, they do it by post",1,2023-12-06
Attijariwafa Bank,Agence Attijariwafa Bank,"7CG8+3W3, Berrechid, Morocco",doesn't answer the phone.,1,2021-11-29
Attijariwafa Bank,Agence Attijariwafa Bank,"7CG8+3W3, Berrechid, Morocco",,5,2021-06-01
Attijariwafa Bank,Attijariwafa Bank,"MJV5+JFX, Bd Hassan II, Mohammédia, Morocco","Very poor service and NO CONSIDERATION for their clients' needs!
1. I traveled overseas and asked them for the option to be able to replenish my foreign currency online on my own to accomodate my needs. THEY DIDNT DO IT! I would ask them to orgently add money to my account so I could withdraw and use overseas and they did NOT do it, I had to ask family members to send me money via Western Union
2. It has been WEEKS that I am requesting for my correct, non-Moroccan number to be on the app so I could perform my financial transactions, but they don't care!!!
To top it off, they have changed my app password and now I don't have access to my money or my app!!!!!!!

VERY VERY VERY INCOMPETENT GROUP!!!!! EXTREMELY POOR CUSTOMER SERVICE!!!
DO NOT GIVE THEM YOUR BUSINESS!",1,2020-04-29
Attijariwafa Bank,Attijariwafa Bank,"MJV5+JFX, Bd Hassan II, Mohammédia, Morocco","It’s terrible, I had insurance against theft even though I lived in Paris and my credit card was in their drawers!!  It took me a lot of effort to explain that I didn't ask for anything and that the bank needed to reimburse me. It's theft!

I've been trying to get them since this morning for a password problem that I can't reset because of them.

The phone is constantly busy and using all the agency numbers.

It's scandalous",1,2024-10-15
Attijariwafa Bank,Attijariwafa Bank,"MJV5+JFX, Bd Hassan II, Mohammédia, Morocco","Never seen before in a bank. A word of advice: never set foot there. The interim person in mid-August 2022 supposedly responsible for the agency has no consideration, no words, does not take requests into account, I came back 5 times for the same thing in 15 days, nothing was done, however a simple request for a bank card. Honestly, open a massage parlor, not a bank branch. This agency is crazy. If I could put 0 I would have put it 5 times. The only one holding up is the guy behind the counter. WAKE UP you are supposedly a national bank WOW!!!!",1,2022-08-17
Attijariwafa Bank,Attijariwafa Bank,"MJV5+JFX, Bd Hassan II, Mohammédia, Morocco",Disservice,1,2024-12-04
Attijariwafa Bank,Attijariwafa Bank,"MJV5+JFX, Bd Hassan II, Mohammédia, Morocco","Civil servants who have nothing to do with aggression towards customers, especially the person at reception, I will never set foot in this agency",1,2019-08-05
Attijariwafa Bank,attijari wafa bank,"MJX3+4PQ, Rue 5, Mohammédia, Morocco","Good morning
Disservice.
The counters are out of service most of the time.
No one answers calls either on the landline.
The ease of knowing information from other agencies in other cities.

Right now no one is answering my calls.",1,2024-10-31
Attijariwafa Bank,attijari wafa bank,"MJX3+4PQ, Rue 5, Mohammédia, Morocco","To flee
I left for a money exchange the staff let the customers hang in them. My husband took my ticket for exchange and I still had to wait for the rude lady at the counter to finish putting away her tickets and chewing her gum to finally give me my money. The staff neither a hello nor a thank you nor a goodbye. In short, forever.",1,2024-08-22
Attijariwafa Bank,attijari wafa bank,"MJX3+4PQ, Rue 5, Mohammédia, Morocco","Unfortunately I do not recommend, no one answers by phone if you have an emergency or requested information, I am changing agencies.",1,2025-01-20
Attijariwafa Bank,attijari wafa bank,"MJX3+4PQ, Rue 5, Mohammédia, Morocco","The staff lacks experience. They refused to open a business account for me under the pretext that I need a rental contract. Although I presented the domiciliation contract+ I am not a resident of Morocco. That said, I was able to open it in a few minutes in another bank",1,2023-11-28
Attijariwafa Bank,attijari wafa bank,"MJX3+4PQ, Rue 5, Mohammédia, Morocco","Good location. Beautiful, well-maintained premises. Good welcome. Only negative point is the queue.",3,2023-08-03
Attijariwafa Bank,Attijariwafa Bank,"W4Q3+F2V, Temara, Morocco","Unprofessional, no phone number, does NOT respond to email, bad customer service!",1,2022-06-14
Attijariwafa Bank,Attijariwafa Bank,"W4Q3+F2V, Temara, Morocco","My request is simple, I ask the cashier to provide me with a bank statement for my account, he tells me I need to go to the agency that manages my account. I ask why, he tells me it's for security reasons... suppose I was in another city, what could I have done? Seriously, it's 2024 we have to stop taking people for fools...",1,2024-10-28
Attijariwafa Bank,Attijariwafa Bank,"W4Q3+F2V, Temara, Morocco","Staff not professional at all!! I come the agency is empty, I ask which counter I'm going to, the lady tells me I'm finishing what I have in my hands I'm yours the other one doesn't answer (so for me he's busy on his computer), a client arrives and he welcomes her with a big smile (it turned out that it's the lady's educator who is supposed to take care of me) and of course the gentleman asks her what she wants. I showed that I was not happy and that I left an infant alone in the car and that the gentleman had to let me pass since he was free. No response from either of them, they almost laugh at me inside. I only got a mocking smile. Message to recruiters: please make sure people are presentable and welcoming, train your front office staff!!!",1,2024-09-10
Attijariwafa Bank,Attijariwafa Bank,"W4Q3+F2V, Temara, Morocco","You put a self-service area which is supposed to be open until 9 p.m. but each time you want to go to make a cash deposit at the counter (the only counter in the area where you can make deposits), the waiter announces that the door is opening, the thing lights up green. But as if by magic, the door is closed with a key so it cannot be opened.
Where is the logic of this self-service then?",1,2024-05-16
Attijariwafa Bank,Attijariwafa Bank,"W4Q3+F2V, Temara, Morocco","The staff is very helpful, thank you for your commitment and availability",4,2025-02-28
Attijariwafa Bank,Attijariwafa Bank,"av Mohammed V Avenue Mohamed V Témara MA، W37G+XX6 ang، Av. du Caire, Temara 12010, Morocco",Was on the phone with them about a concern and they HUNG up the phone and left it disconnected. Very unprofessional people that need training. Filing a complaint with Headquarters in Casablanca about their unprofessionalism to help a client rectify a matter on their system.,1,2022-06-24
Attijariwafa Bank,Attijariwafa Bank,"av Mohammed V Avenue Mohamed V Témara MA، W37G+XX6 ang، Av. du Caire, Temara 12010, Morocco",ATM not working properly,1,2025-01-20
Attijariwafa Bank,Attijariwafa Bank,"av Mohammed V Avenue Mohamed V Témara MA، W37G+XX6 ang، Av. du Caire, Temara 12010, Morocco","Poor service... The ATM doesn't function, like 90% of the time, and the queue is very very slow... It can take a work day !!!!!!",1,2022-09-18
Attijariwafa Bank,Attijariwafa Bank,"av Mohammed V Avenue Mohamed V Témara MA، W37G+XX6 ang، Av. du Caire, Temara 12010, Morocco",No one answer the phone ... the service is bad... they dont deserve a star 0/10...,1,2022-06-20
Attijariwafa Bank,Attijariwafa Bank,"av Mohammed V Avenue Mohamed V Témara MA، W37G+XX6 ang، Av. du Caire, Temara 12010, Morocco",Service 👎👎,1,2023-02-07
Attijariwafa Bank,Attijariwafa Bank,"32 N2, Berkane 60300, Morocco",Nice,5,2018-05-09
Attijariwafa Bank,Attijariwafa Bank,"32 N2, Berkane 60300, Morocco",,5,2023-03-20
Attijariwafa Bank,Attijariwafa Bank,"32 N2, Berkane 60300, Morocco",,5,2017-10-24
Attijariwafa Bank,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane, Morocco",Do not consider Moroccan foreigners long live on Belgium,1,2021-04-26
Attijariwafa Bank,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane, Morocco",Welcome to Hamdoulilah,5,2022-10-31
Attijariwafa Bank,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane, Morocco","Be careful, they're scammers",1,2021-06-19
Attijariwafa Bank,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane, Morocco",Disservice,1,2024-05-07
Attijariwafa Bank,Banque AttijariWafa,"WMCG+8FJ, Bd Hassan II, Berkane, Morocco",😍😍😍😍😍,3,2018-01-09
Attijariwafa Bank,Attijari Wafa Bank,"WMMF+7VJ, Berkane, Morocco",The ouner of this account is asking for private information,1,2025-02-28
Attijariwafa Bank,Attijari Wafa Bank,"WMMF+7VJ, Berkane, Morocco",From UK..we stopped to change pounds to dirhams..served by delightful lady who spoke good English..thank you,5,2023-10-19
Attijariwafa Bank,Attijari Wafa Bank,"WMMF+7VJ, Berkane, Morocco",The best ♡,5,2020-08-24
Attijariwafa Bank,Attijari Wafa Bank,"WMMF+7VJ, Berkane, Morocco",,1,2021-06-19
Attijariwafa Bank,Attijariwafa Bank,"F8W7+24G, Fquih Ben Salah, Morocco",This month they cut me 77 dirhams. Tell me I have capital or both. They cut me 9 dirhams this month.,1,2025-03-18
Attijariwafa Bank,Attijariwafa Bank,"F8W7+24G, Fquih Ben Salah, Morocco",High level personnel Walid also Yassine.,5,2025-04-04
Attijariwafa Bank,Attijariwafa Bank,"F8W7+24G, Fquih Ben Salah, Morocco",I am 1 customer of attijari in fquih ben sallah agency facing parked road 1 cashier WAliD yamani uses these muscles in front of customers he plays the role of security agent and... you 1 immigrate..,1,2023-10-30
Attijariwafa Bank,Attijariwafa Bank,"F8W7+24G, Fquih Ben Salah, Morocco","I opened an account more than 7 months ago, and the application is still serving me. Every time you tell me there is a problem with the system, the employees are unprofessional.",1,2023-07-26
Attijariwafa Bank,Attijariwafa Bank,"F8W7+24G, Fquih Ben Salah, Morocco",Makinash number,1,2022-08-15
Attijariwafa Bank,Attijariwafa Bank,"X46P+H6G, Av. Al Arz, Rabat, Morocco",Top,4,2022-10-25
Attijariwafa Bank,Attijariwafa Bank,"X46P+H6G, Av. Al Arz, Rabat, Morocco","Terrible service, no one bothers to pick up the phone…. If you need information or remote service, it's dead!",1,2025-01-20
Attijariwafa Bank,Attijariwafa Bank,"X46P+H6G, Av. Al Arz, Rabat, Morocco","The worst agency of Attijari which leaves a bad reputation on the whole bank,
No communication, director who never takes care to respond to her customers.
How do I file a real complaint with this agency????",1,2024-05-23
Attijariwafa Bank,Attijariwafa Bank,"X46P+H6G, Av. Al Arz, Rabat, Morocco","The worst agency of my entire life, never answers the phone and hangs up on you
Every month someone resigns or falls ill, I plan to cover everything with them, catastrophic service",1,2024-01-10
Attijariwafa Bank,Attijariwafa Bank,"X46P+H6G, Av. Al Arz, Rabat, Morocco","I have been an RME customer for over 20 years. I was rather satisfied with the service before, but in recent times (a few months) the service has clearly deteriorated +++ almost no suitable welcome, nothing to do with Covid. There are a lot of pejorative terms that I am refraining from listing as a correction.
It is urgent to have before fleeing...",1,2022-08-18
Attijariwafa Bank,Agence Attijari Wafa Banque,"X4GH+8XM, Rabat, Morocco","Personal banking,  great service, friendly people.",5,2018-04-20
Attijariwafa Bank,Agence Attijari Wafa Banque,"X4GH+8XM, Rabat, Morocco","The receptionist demonstrated a lack of professionalism, respect and courtesy. His dialogue was inappropriate and the service provided did not meet the expectations of an establishment of your stature.",1,2025-02-17
Attijariwafa Bank,Agence Attijari Wafa Banque,"X4GH+8XM, Rabat, Morocco",Nul three lent service incompetent equipment three decu,1,2024-05-06
Attijariwafa Bank,Agence Attijari Wafa Banque,"X4GH+8XM, Rabat, Morocco",None from none from none,1,2025-01-15
Attijariwafa Bank,Agence Attijari Wafa Banque,"X4GH+8XM, Rabat, Morocco",Poor service with an unprofessional team,1,2022-11-28
Attijariwafa Bank,Attijariwafa Bank,"9FC6+63F, Av. Bir Anzarane, Dcheira El Jihadia 86360, Morocco",I will be sharing my experience with the bank after completing certain procedures. Stay tuned for an in-depth review of my interactions and transactions with the bank.,1,2024-01-05
Attijariwafa Bank,Attijariwafa Bank,"9FC6+63F, Av. Bir Anzarane, Dcheira El Jihadia 86360, Morocco",no good every time I call For something it never works,5,2023-05-29
Attijariwafa Bank,Attijariwafa Bank,"9FC6+63F, Av. Bir Anzarane, Dcheira El Jihadia 86360, Morocco",Service mzyana or dryfin nass,4,2023-04-25
Attijariwafa Bank,Attijariwafa Bank,"9FC6+63F, Av. Bir Anzarane, Dcheira El Jihadia 86360, Morocco",Very expensive prices,2,2022-10-31
Attijariwafa Bank,Attijariwafa Bank,"9FC6+63F, Av. Bir Anzarane, Dcheira El Jihadia 86360, Morocco",👍🏼,5,2023-01-17
Attijariwafa Bank,Attijariwafa Bank,"9CCX+FWF, Dcheira El Jihadia 80000, Morocco",No response from them although I tried to contact them several times on the landline number,1,2022-11-03
Attijariwafa Bank,Attijariwafa Bank,"9CCX+FWF, Dcheira El Jihadia 80000, Morocco",Very poor service 👎,1,2021-03-11
Attijariwafa Bank,Attijariwafa Bank,"9CCX+FWF, Dcheira El Jihadia 80000, Morocco",Top service especially Mohamed and Imane,5,2022-08-31
Attijariwafa Bank,Attijariwafa Bank,"9CCX+FWF, Dcheira El Jihadia 80000, Morocco",No answer on the phone no response to email unable to reach them from France,1,2019-11-27
Attijariwafa Bank,Attijariwafa Bank,"9CCX+FWF, Dcheira El Jihadia 80000, Morocco",👎 quality of service,1,2024-02-01
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco",Excellent customer service,5,2024-11-26
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco",The bank that offers different packs even for the poor!,4,2020-01-28
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco","I have never seen such pitiful service, it's been a year since I transferred my account since I moved, but in vain, I try to contact them by phone, but no one answers. Terrible service. Smiling in front of you but zero service",1,2022-03-14
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco","Kind, welcoming, smiling, friendly etc... But too much waiting, service too much too long. We will have to do something because we will end up changing Banks... find a solution please",2,2021-11-01
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco",A little cramped room. Waits are sometimes long,4,2023-11-09
Attijariwafa Bank,Attijariwafa Bank,"9CX6+JX7, Agadir 80000, Morocco",Great bank Visa card rate is 10.40 dirham with no costs at top,5,2025-02-01
Attijariwafa Bank,Attijariwafa Bank,"9CX6+JX7, Agadir 80000, Morocco","The worst bank with literally no customer service what so ever!!
I went on Friday evening to the ATM machine - hours before my trip back home to the USA - to withdraw money. After inserting my card, PIN and the amount desired, the display asked me to take my money and the card, but no money or card came out if the ATM Machine!!!! I called for help and no answer. I called again on Monday and still no answer. I checked my account in the app and was charged for the money aI never received. The machine took my card and money, and no one the customer service is to answer my calls. I even submitted a complaint via the app and still no answer!! I’m in the USA trying to reach out to the bank with long distance calls to resolve this issue, but still no one is answering!!!!",1,2022-08-15
Attijariwafa Bank,Attijariwafa Bank,"9CX6+JX7, Agadir 80000, Morocco","it's my bank and people there are not very qualified... they don't know what paypal is, and they don't know what different types of letter of credit they offer...",1,2016-06-07
Attijariwafa Bank,Attijariwafa Bank,"9CX6+JX7, Agadir 80000, Morocco","The service sucks, I don't have a bank account at this bank, but I made a transfer Saturday 09/21/2024 morning, and until now 8:00 p.m. 09/23/2024, the recipient has not received the transfer.
I am a customer of the Credit Bank of Morocco, and believe me. The transfer is instantaneous.",1,2024-09-23
Attijariwafa Bank,Attijariwafa Bank,"9CX6+JX7, Agadir 80000, Morocco","Excellent. Very good bank!
Note the disgruntled spirits who give 1 star to wafabank must know that wafabank best bank in Morocco and more does not welcome just anyone with a smile for
unclear people with hypothetical cash flow and unclear projects.",5,2024-08-29
Attijariwafa Bank,Attijariwafa Bank,"CC7C+FRM, Rue 2 Mars, Agadir 80000, Morocco",Very long wait and very slow…staff unorganised and uninterested!,2,2023-06-21
Attijariwafa Bank,Attijariwafa Bank,"CC7C+FRM, Rue 2 Mars, Agadir 80000, Morocco",not the best client service,3,2021-09-29
Attijariwafa Bank,Attijariwafa Bank,"CC7C+FRM, Rue 2 Mars, Agadir 80000, Morocco","First of all, for tourists: it is better to choose this bank because of its reliability and this distributor because of its proximity. In addition, if you have your passport with you and your card is unfortunately swallowed, you can collect it from Monday to Friday until 3:45 p.m.

In general: Distributor sometimes dysfunctional, or not sufficiently stocked due to the very high traffic due to its location just opposite door 6 of Soukl7add.

In all honesty, however, Attijariwafa bank remains a reference bank with very polite, helpful and understanding security guards in the event of a problem, unlike elsewhere where scandalous behavior is unfortunately observable.

Please note: the photos present are those of another agency.",4,2024-08-22
Attijariwafa Bank,Attijariwafa Bank,"CC7C+FRM, Rue 2 Mars, Agadir 80000, Morocco",Effective lack 1 person chatting with friends while there are 5 people waiting plus gab ko bad experience,1,2023-09-15
Attijariwafa Bank,Attijariwafa Bank,"CC7C+FRM, Rue 2 Mars, Agadir 80000, Morocco","Attijariwafa Bank, the largest banking and financial group in the Moroccan region, but it exploits the poor",2,2016-06-05
Attijariwafa Bank,Attijariwafa bank,"8GW3+6R4, Av. Al Mouqaouama, Aït Melloul 80000, Morocco",It's the worst agency for me. Slow service and some employees need more training on how to treat clients. I regret opening an account with this branch (Attijari wafabank) Ait Melloul _ Almoustakbal. I'm waiting for the holiday to end so I can change my account to another agency where they respect their customers.,1,2021-08-19
Attijariwafa Bank,Attijariwafa bank,"8GW3+6R4, Av. Al Mouqaouama, Aït Melloul 80000, Morocco",The girl in the office there I did not like her treatment,1,2024-04-29
Attijariwafa Bank,Attijariwafa bank,"8GW3+6R4, Av. Al Mouqaouama, Aït Melloul 80000, Morocco","the director made me drag myself and the credit for 6 months so that I had all the necessary supporting documents.
Credit obtained in one day at another bank.
so I transferred my accounts and there he asked me how much bribe I gave to get it.
Shame on you.",1,2022-11-12
Attijariwafa Bank,Attijariwafa bank,"8GW3+6R4, Av. Al Mouqaouama, Aït Melloul 80000, Morocco","I had a payment of 300,000 dh in cash on me. The guard did not want to understand and refused me entry into the establishment claiming that the bank was full and that I had to wait on the sidewalk in front of the establishment. For with all the risks involved I had to go to a more welcoming and secure establishment.",1,2023-08-22
Attijariwafa Bank,Attijariwafa bank,"8GW3+6R4, Av. Al Mouqaouama, Aït Melloul 80000, Morocco","The bank manager is trying at all costs to extract money from the MRE.
Account closed after 6 months of waiting ""baksheesh"" not given.
Credit obtained in one day elsewhere.
to RUN",1,2021-03-20
Attijariwafa Bank,Attijariwafa Bank Dar Al Moukawil - التجاري وفا بنك دار المقاول,"Ait Melloul 80000, Morocco",Bad cervices.👎,1,2024-05-13
Attijariwafa Bank,Attijariwafa Bank Dar Al Moukawil - التجاري وفا بنك دار المقاول,"Ait Melloul 80000, Morocco","I have closed my account since 2011, it continues to charge me... Flee this bank is a big scam!! I wrote to the director, he never answered me. It's a shame. I am alone without a job and they continue. I filed a complaint with two local lawyers. They're not ready",1,2025-04-23
Attijariwafa Bank,Attijariwafa Bank Dar Al Moukawil - التجاري وفا بنك دار المقاول,"Ait Melloul 80000, Morocco","Rude cashier, please train people well before putting them behind the cash register, and above all do the right casting at the start.",1,2025-02-21
Attijariwafa Bank,Attijariwafa Bank Dar Al Moukawil - التجاري وفا بنك دار المقاول,"Ait Melloul 80000, Morocco",agency service is poor in terms of customer satisfaction,1,2024-11-14
Attijariwafa Bank,Attijariwafa Bank Dar Al Moukawil - التجاري وفا بنك دار المقاول,"Ait Melloul 80000, Morocco",I do not recommend this agency. The staff is very demanding. I changed agencies and things are much better...,1,2024-02-27
Attijariwafa Bank,Attijariwafa Bank,"9C3V+2H8, Inezgane 80000, Morocco",Bk,5,2023-07-21
Attijariwafa Bank,Attijariwafa Bank,"9C3V+2H8, Inezgane 80000, Morocco",Amateurs,1,2016-05-25
Attijariwafa Bank,Attijariwafa Bank,"9C3V+2H8, Inezgane 80000, Morocco",If I could put zero I wouldn't really hesitate the staff are rude and disrespectful for a simple question no answer there is a proud person there considers the customers as if they were parasites who come to bother him really bad experience it's a shame that a big company like attijari is not up to the task of these customers ,1,2025-04-11
Attijariwafa Bank,Attijariwafa Bank,"9C3V+2H8, Inezgane 80000, Morocco","Tres très mauvaise expérience
Ma mère a recu un tres mauvaise acceuil , personne désobligeante , irrespectueux des clients , autoritaire, d'ailleurs ma mere n'a finalement pas ouvert sont compte dans cette établissement a fuire.",1,2025-03-24
Attijariwafa Bank,Attijariwafa Bank,"9C3V+2H8, Inezgane 80000, Morocco","Wicket 0
Department 0
Security 0
If we had the possibility of putting a zero in this survey I would not hesitate to insult you by putting 1000 zero bank
But that’s normal because it’s a Moroccan bank they say!!!!!

2024 a bank that can't even take care of its service and counter",1,2024-11-30
Attijariwafa Bank,Attijariwafa Bank,"9FXH+64P, Av. Gaza, Agadir 80000, Morocco","Very bad experience at the Attijariwafa Bank branch in Tililia, Agadir

I am very unhappy with the services of this agency. The staff lacks professionalism, and on each visit, I notice that the advisors spend more time chatting on the phone for personal reasons than taking care of clients. This unnecessarily lengthens the wait, even for the simplest operations.

It is unacceptable to see this type of behavior in a banking establishment. I have the impression that customers are being completely ignored, and this gives the bank a very bad image.

I do not recommend this agency.",1,2024-09-27
Attijariwafa Bank,Attijariwafa Bank,"9FXH+64P, Av. Gaza, Agadir 80000, Morocco",We chat tgheda w can lclient 1h this fact,1,2024-11-11
Attijariwafa Bank,Attijariwafa Bank,"9FXH+64P, Av. Gaza, Agadir 80000, Morocco","People are taken for a bit like idiots in this bank. The customer is not smart, that's the motto here.
You cannot fail to perform your service just because the connection is interrupted!
Or when the agency is overflowing with customers, there is only one counter working.",2,2023-03-14
Attijariwafa Bank,Attijariwafa Bank,"9FXH+64P, Av. Gaza, Agadir 80000, Morocco",A typical “Mokata3a” agency with a counter that never works. It hangs every two seconds.,1,2023-07-17
Attijariwafa Bank,Attijariwafa Bank,"9FXH+64P, Av. Gaza, Agadir 80000, Morocco","Bad service, only one cashier, the waiting time can reach hours for a simple service!!",1,2023-05-03
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco",Excellent customer service,5,2024-11-26
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco",The bank that offers different packs even for the poor!,4,2020-01-28
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco","I have never seen such pitiful service, it's been a year since I transferred my account since I moved, but in vain, I try to contact them by phone, but no one answers. Terrible service. Smiling in front of you but zero service",1,2022-03-14
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco","Kind, welcoming, smiling, friendly etc... But too much waiting, service too much too long. We will have to do something because we will end up changing Banks... find a solution please",2,2021-11-01
Attijariwafa Bank,Attijariwafa Bank,"9FJW+C63, Agadir 80000, Morocco",A little cramped room. Waits are sometimes long,4,2023-11-09
Attijariwafa Bank,Attijariwafa Bank,"9GM8+H8W, Drarga 80000, Morocco",Bad bad personal,1,2023-03-14
